142.286	433.5	623.1	24.8	0	36.385 
154.297	476.3	660.1	21.1	0	41.200 
156.313	469.1	638.8	19.4	0.24	41.535 
168.324	497.3	679	19.2	0	43.377 
182.351	516.9	694	17.7	0	45.429 
184.367	508.6	675.8	17.0	0.24	45.680 
196.378	535.3	710.5	16.3	0	47.271 
198.394	526.7	694	16	0.23	47.648 
210.450	552.5	723.8	15.0	0	49.030 
212.421	543.8	707	15	0.23	49.490 
224.432	570.8	750	13.4	0	50.411 
226.448	560	717	14	0	51.249 
238.459	584.1	750	12.8	0	52.631 
240.475	575.2	733	13	0.22	52.924 
252.486	598.6	761	11.9	0	54.347 
254.502	589.5	745	11.9	0	54.515 
266.513	599	772	11.1	0	56.022 
268.529	603.1	756	11.0	0	56.064 
280.540	625	780	10.1	0	57.697 
282.556	617.9	767	11.0	0	57.529 
16.043 	111.7 	190.6 	45.4 	0.288 	8.186 	
30.070 	184.5 	305.4 	48.2 	0.285 	14.717 	
42.081	240.4	397.8	54.2	0.282	20.056 	
44.097	231.1	369.8	41.9	0.281	18.787 	
56.108	285.7	459.9	49.2	0.274	24.201 	
58.124	272.7	425.2	37.5	0.274	22.409 	
58.124	261.3	408.1	36.0	0.283	21.312 	
70.135	322.4	511.6	44.5	0.276	27.316 	
72.151	282.6	433.8	31.6	0.269	22.769 	
86.178	341.9	507.4	29.3	0.260	28.874 	
86.178	333.4	497.5	29.7	0.267	27.802 	
86.178	336.4	504.4	30.8	0.273	28.095 	
86.178	322.9	488.7	30.4	0.272	26.324 	
86.178	331.2	499.9	30.9	0.270	27.299 	
98.189	361.0	547	34.0	0.27	30.314 	
98.189	372.7	564.8	34.0	0.27	31.721 	
98.189	365.6	553.2	34.0	0.27	30.879 	
98.189	376.6	569.5	33.5	0.269	32.303 	
98.189	374.1	572.1	34.3	0.269	31.151 	
100.205	371.6	540.2	27.0	0.263	31.721 	
100.205	363.2	530.3	27.0	0.261	30.691 	
100.205	365.0	535.0	27.8	0.256	30.816 	
100.205	352.4	520.4	27.4	0.267	29.183 	
100.205	362.9	537.3	28.7	0.256	30.410 	
100.205	353.7	519.7	27.0	0.265	29.518 	
100.205	359.2	536.3	29.1	0.274	29.669 	
100.205	366.6	540.6	28.5	0.267	30.980 	
100.205	354.0	531.1	29.2	0.267	28.970 	
112.216	392.7	591	29.3	0.238	32.617 	
112.216	402.9	606	29.3	0.236	33.663 	
112.216	396.6	596	29.3	0.242	32.910 	
112.216	393.3	591	29.3	0.224	32.826 	
112.216	397.6	598	29.3	0.189	33.873 	
112.216	397.5	598	29.3	0.234	33.789 	
112.216	392.5	590	29.3	0.242	32.617 	
112.216	404.9	609	29.9	0.243	34.333 	
112.216	386.9	579.5	29.0	0.252	32.617 	
112.216	378.0	569.5	27.9	0.211	31.696 	
112.216	391	579	28.4	0.277	33.077 	
112.216	382.4	571	27.7	0.246	33.077 	
112.216	394.7	592	29.5	0.250	33.663 	
112.216	404.1	603	29.6	0.335	34.132 	
112.216	399.6	601	29.6	0.240	34.124
114.232	398.8	568.8	24.5	0.259	34.438 
114.232	390.8	559.6	24.5	0.260	33.831 
114.232	392.1	563.6	25.1	0.252	33.915 
114.232	390.9	561.7	25.1	0.259	33.915 
114.232	382.0	549.8	25.0	0.264	32.282 
114.232	388.8	563.4	25.9	0.262	33.228 
114.232	382.6	553.5	25.2	0.262	32.617 
114.232	382.3	550.0	24.5	0.262	32.659 
114.232	385.1	562.0	26.2	0.252	32.491 
114.232	390.9	568.8	26.6	0.265	33.299 
114.232	391.7	565.4	25.7	0.252	33.634 
114.232	383.0	563.4	26.9	0.254	32.031 
114.232	372.4	543.9	25.3	0.266	31.030 
114.232	387.9	573.5	27.8	0.269	32.366 
114.232	386.6	566.3	26.9	0.267	32.755 
114.232	388.8	567.0	26.7	0.254	32.989 
142.286	447.3	617.6	20.8	0.247	39.308 
142.286	428.8	609.6	22.9	0	36.678 
 
